Datetime,Open,High,Low,Close,Volume,returns,dema160,sma160,sma80,sma7,pp,r1,r2,r3,s1,s2,s3,ADX,ATR,Momentum,rsi,Donchian,DonchianChange,Trend_prediction,predict,position_gb,strategy_gb,Signal
2024-05-16 13:45:00,3850.449951171875,3865.0,3849.050048828125,3862.75,55694,0.003207484409277095,3895.1714414795138,3917.9881225585937,3902.7731170654297,3858.335693359375,3858.933349609375,3868.816650390625,3874.88330078125,3884.7666015625,3852.86669921875,3842.9833984375,3836.916748046875,22.654708290173737,13.86594509809144,-13.14990234375,43.21833156317963,65.5498046875,0.0,0,0.003207484409277095,,,0
2024-05-16 14:00:00,3862.550048828125,3868.89990234375,3851.550048828125,3853.949951171875,67936,-0.002278182338521728,3894.070590904166,3917.219059753418,3901.848742675781,3855.1928362165177,3858.13330078125,3864.716552734375,3875.483154296875,3882.06640625,3847.36669921875,3840.783447265625,3830.016845703125,21.519672028301642,14.214335939844796,-29.199951171875,39.72744474394543,65.5498046875,0.0,0,-0.002278182338521728,1.0,-0.002278182338521728,0
2024-05-16 14:15:00,3853.550048828125,3865.0,3852.699951171875,3858.300048828125,76867,0.0011287374541351092,3893.098135232922,3916.4490600585937,3900.8768676757813,3854.1642717633927,3858.6666666666665,3864.633382161458,3870.9667154947915,3876.933430989583,3852.333333333333,3846.3666178385415,3840.033284505208,20.4657097851347,14.022907228672818,-19.199951171875,42.212303802222316,63.199951171875,-0.03584836792157675,-1,0.0011287374541351092,-1.0,-0.0011287374541351092,0
2024-05-16 14:30:00,3859.800048828125,3880.0,3857.10009765625,3879.64990234375,202129,0.005533487091577971,3892.671456558475,3915.826872253418,3900.2299926757814,3857.642822265625,3872.25,3887.39990234375,3895.14990234375,3910.2998046875,3864.5,3849.35009765625,3841.60009765625,20.045441520774993,14.910606740180537,-4.2001953125,52.55146958374552,54.39990234375,-0.13924138650349405,-1,0.005533487091577971,1.0,0.005533487091577971,0
2024-05-16 14:45:00,3878.64990234375,3898.75,3875.5,3898.39990234375,192285,0.004832910306848293,3892.7162484343457,3915.379684448242,3899.797491455078,3864.42138671875,3890.88330078125,3906.2666015625,3914.13330078125,3929.5166015625,3883.0166015625,3867.63330078125,3859.7666015625,20.94908595868781,15.744546066162481,20.75,59.41850403707419,55.14990234375,0.013786789455260351,1,0.004832910306848293,1.0,0.004832910306848293,0
2024-05-16 15:00:00,3898.449951171875,3904.800048828125,3894.300048828125,3900.449951171875,335316,0.000525869300092241,3892.8114279906713,3914.9574966430664,3899.2781158447265,3871.985665457589,3899.8500162760415,3905.399983723958,3910.3500162760415,3915.899983723958,3894.899983723958,3889.3500162760415,3884.399983723958,22.118135363419793,15.220091459546234,17.949951171875,60.0984645379828,61.199951171875,0.10970189557934251,1,0.000525869300092241,1.0,0.000525869300092241,0
2024-05-16 15:15:00,3901.39990234375,3906.10009765625,3892.050048828125,3900.949951171875,190690,0.00012819033861721785,3892.917781466857,3914.522808837891,3898.7831146240233,3879.207101004464,3899.7000325520835,3907.350016276042,3913.7500813802085,3921.400065104167,3893.299967447917,3885.6499837239585,3879.249918619792,22.941281476207966,15.10308719640411,22.14990234375,60.27329963142195,62.5,0.021242644858880944,1,0.00012819033861721785,1.0,0.00012819033861721785,0
2024-05-17 09:15:00,3918.800048828125,3918.800048828125,3876.0,3878.85009765625,123105,-0.005665249180904275,3892.477094173167,3913.9668716430665,3898.0456146240235,3881.5071149553573,3891.2167154947915,3906.433430989583,3934.0167643229165,3949.233479817708,3863.633382161458,3848.4166666666665,3820.833333333333,22.07824224138928,17.872783359576196,-17.0,49.87175717239671,75.199951171875,0.20319921875000002,1,-0.005665249180904275,1.0,-0.005665249180904275,0
2024-05-17 09:30:00,3879.050048828125,3882.0,3871.10009765625,3872.699951171875,133633,-0.001585559206861653,3891.8933351666533,3913.374371337891,3897.193737792969,3884.1856863839284,3875.2666829427085,3879.433268229167,3886.1665852864585,3890.333170572917,3868.533365885417,3864.3667805989585,3857.633463541667,20.856577823466314,17.17549525799358,-3.25,47.41926115932149,75.199951171875,0.0,0,-0.001585559206861653,-1.0,0.001585559206861653,0
2024-05-17 09:45:00,3872.10009765625,3880.0,3869.0,3872.35009765625,85412,-9.033839957550693e-05,3891.312389553843,3912.864372253418,3896.3143646240233,3886.1928362165177,3873.7833658854165,3878.566731770833,3884.7833658854165,3889.566731770833,3867.566731770833,3862.7833658854165,3856.566731770833,19.54287907593607,16.55794573219422,6.85009765625,47.27683573996007,75.199951171875,0.0,0,-9.033839957550693e-05,-1.0,9.033839957550693e-05,0
